username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Jessica Reynolds,9.27196E+17,1/25/18 18:23,RT @spaceangel1964: The #DoomsdayClock announcement today shows we have lost another 30 seconds and it is now set at 2 minutes to midnight....,232,DoomsdayClock,5,61,0,0
Cherylblue,8.23403E+17,1/25/18 18:23,"RT @UrbanAchievr: Grassley threatening to release committee testimony ahead of Trump's interview with Mueller, as if Trump would even bothe...",5,None,475,1098,0,0
Leelee Bowman,7.7078E+17,1/25/18 18:23,"RT @funder: 9 years ago I had the honor of standing next to a REAL President on inauguration night. Now I hope you'll stand with me by su...",765,None,123,423,0.1,0.15
Blanche V. Mercaldi,159230211,1/25/18 18:23,NYC - Chicago &amp; CA have not gained in Trump tax plan - voters should thank their mayors &amp; governor. All 3 states lo... https://t.co/JLsBZCtnvd,0,None,7373,6920,0,0
Wally,2231744891,1/25/18 18:23,RT @seanhannity: Tonight on #Hannity we can exclusively report that the DOJ has now started &amp; is recovering some of the 5 months of missing...,6306,Hannity,724,1012,-0.2,0.05
BRexit Peace & Love,238989413,1/25/18 18:23,"President Trump will return to America full of love &amp; peace :) because this is #BRexit #UK&amp; Jesus heals the whole... https://t.co/FjcURUd6mc",0,BRexit,1528,310,0.3875,0.6375
Linda,820348507,1/25/18 18:23,"RT @PoliticallyRYT: President Donald Trump spoke at last Friday's March for Life, becoming the first sitting president to address the annua...",203,None,4548,4977,0.233333333,0.416666667
Florida Politics,2811924896,1/25/18 18:23,Mary Barzee Flores opens CD 27 air campaign with ad calling for Donald Trump's impeachment https://t.co/NjN1tyGQ6g... https://t.co/2jBf1XIieb,0,None,9256,751,0,0
Curtis,19894935,1/25/18 18:23,Review: 'The Confidence Man' Finds Trump's Business Image Was Made for TV https://t.co/TCL5i039An Via @NYTimesCC #NewYork #NYC #Life,0,NewYork,4824,4724,0,0
Ricka #Resist,32917190,1/25/18 18:23,"RT @TeaPainUSA: The GOP, who investigated Hillary 7 times while callin' her a ""criminal"" and a ""murderer"" are cryin' for the #TrumpRussia i...",9178,TrumpRussia,25015,24100,-0.4,0.55
Victoria Landin,8.39153E+17,1/25/18 18:23,RT @TeaPainUSA: FUN FACT: There was ample evidence broadcast on @FoxNews to convict Trump of Obstruction of Justice.  Bob Mueller has twent...,1323,None,2435,4994,0.3,0.2
judith vesely,9.38208E+17,1/25/18 18:23,RT @funder: Trump just threatened to cut off aid to Palestinians if they don't agree to sit for peace talks with Israel. He continues his s...,1112,None,46,104,0,0
rikeâœ¨_ŸŒˆ_Ÿ_¬,4098333875,1/25/18 18:23,"RT @TheAlexanderJJ: rt if you're lgbt+ communityrt if you're straightrt if you support lgbt+ rights rt if we should throw trump in a vol...",472,None,292,293,0.2,0.4
Donnie,552626875,1/25/18 18:23,RT @WiredSources: BREAKING: Missing text messages between two anti-Trump FBI employees have been located - Fox,147,None,366,531,-0.2,0.05
Charli's Cheese Shop,259023448,1/25/18 18:23,RT @Shareblue: Fox warns Trump: Don't testify under oath. You will get caught lying. https://t.co/8K0VDlrKWb by @tommyxtopher,168,None,1927,665,0,0
Max Hancock,15305193,1/25/18 18:23,https://t.co/6E4nRIArGM trump officially made it in a dempa song vid,0,None,8317,741,0,0
EX Dem from Ohio,7.05426E+17,1/25/18 18:23,RT @jasoninthehouse: DOJ recovers missing text messages between anti-Trump FBI agents Strzok and Page | Fox News https://t.co/CF44UNoVIR,38,None,1374,1313,-0.2,0.05
Veronica Garza,2993425394,1/25/18 18:23,"RT @TeaPainUSA: Trump loves to lie about ""Love.""Trump 2018: ""I would LOVE to interview with Bob Mueller.""Trump 2016: ""If I decide to ru...",1301,None,739,320,0.5,0.6
Lynn Riley,794549640,1/25/18 18:23,RT @DiamondandSilk: It's a sad day in America when mayors fight hard to protect Illegal Aliens instead of protecting American Citizens. SAD...,1658,None,46,127,-0.358333333,0.608333333
VerLen and Sydney The Giraffe â™œ,161418504,1/25/18 18:23,"RT @funder: .@ChuckGrassley-Hurry up &amp; release the Donald Trump, Jr. testimony. It doesn't take days to redact something that small. We kno...",37,None,2850,3655,-0.25,0.4
Michael Hinchcliff,3341830873,1/25/18 18:23,@ElliAdventurer it very much is as trump already announced as candidate for 2020. The email is simply a means to ac... https://t.co/7tn3DYG7mJ,0,None,42,44,0.13,0.308571429
Martin Eriksson,9.50347E+17,1/25/18 18:23,"RT @FoxNews: OPINION: Iran protests: How Trump can strike a fatal blow against a dangerous, tyrannical regime https://t.co/5qgE5jiHoX",155,None,15,76,-0.6,0.9
john smith,3953143340,1/25/18 18:23,"RT @realvicentefox: Dear @StormyDaniels ,When you had sex with @POTUS @realDonaldTrump (while he was cheating on @FLOTUS @MELANIATRUMP ),...",5997,None,38,350,0,0
Polina #Resist,9.15242E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/oROl0JngOY,0,None,102,743,-0.65,0.95
Ronda Guffy_Ÿ™è_Ÿè»_Ÿ‡º_Ÿ‡¸,8.24635E+17,1/25/18 18:23,"RT @RepMattGaetz: THIS IS FAR WORSE THAN WATERGATE...""It's no longer disputable that a pro-Hillary and anti-Trump bias has infected the FB...",4277,None,191,754,-0.15,0.8
Traumabay,66680736,1/25/18 18:23,There is no intelligent conversation with a trump supporter. They could haul.their family away and they still prais... https://t.co/DIOMZdeIvs,0,None,1344,1360,-0.4,0.9
Korean Jesus,250604662,1/25/18 18:23,RT @thehill: Top US corporation to use savings from Trump tax cuts to pay for layoffs https://t.co/oUXkoilBGA https://t.co/z8QJCiveK0,31,None,822,365,0.5,0.5
Darlene Langley,586022372,1/25/18 18:23,"RT @thehill: JUST IN: GOP senator admits ""secret society"" texts may have been a joke after linking them to anti-Trump conspiracy https://t....",73,None,892,1248,-0.4,0.7
wayne prest,1593649753,1/25/18 18:23,RT @clivebushjd: #FakeNews CNN Tapper does not realize that Trump was simply campaigning for #MAGA while #CrookedHillary was UNDER investig...,88,FakeNews,270,119,0,0.357142857
Mila Axe #impeachTrump,9.15535E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/1oqsN53JGV,0,None,147,612,-0.65,0.95
Rev. Daigan Gaither,16280756,1/25/18 18:23,RT @Salon: Trump's super PAC spent thousands at Trump Hotel last year https://t.co/3S0z26bCAe https://t.co/Rn2EBff4yL,14,None,413,510,0.077777778,0.277777778
Dougdoodles,9.30763E+17,1/25/18 18:23,"RT @ericbolling: Sorry to disappoint the Never Trump crowd. .@realDonaldTrump is a good man. Caring, compassionate and concerned. Read this...",5445,None,517,1340,0.1,0.8
Mildred,8.55174E+17,1/25/18 18:23,"RT @Rschooley: Trump gets so anxious and weird around genuine rich guys and accomplished world leaders, Davos is going to be a real ride.",32,None,2267,4434,0.070833333,0.675
Ernesto Ronin,2373026731,1/25/18 18:23,RT @chuckwoolery: DOJ recovers missing text messages between anti-Trump FBI agents Strzok and Page https://t.co/WxltBRWXt6 #FoxNews,61,FoxNews,1785,3890,-0.2,0.05
Julie Terra,9.32762E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/NyXULVr7KF,0,None,165,1033,-0.65,0.95
Delia lugo,7.96892E+17,1/25/18 18:23,RT @AndyOstroy: .@POTUS just gave corporate America an almost 50% ongoing permanent tax cut...and we're supposed to be surprised and impres...,1,None,127,174,0.05,0.45
Diane,222119357,1/25/18 18:23,RT @atensnut: THIS  IS TREASON BY JOHN KERRY  Sedition in London: Kerry Tells Abbas Confidant Trump Is Going to Be Removed https://t.co/3kd...,1578,None,630,342,0,0
ptothed,37834067,1/25/18 18:23,"RT @TheRickyDavila: Hell yes he is.https://t.co/ug0qVdaq3P",542,None,842,2485,0,0
CNY Progressive,8.18532E+17,1/25/18 18:23,"RT @PaulMayATL: White House Lied About Trump Call With Erdogan, Turkey Says #SmartNews  https://t.co/qpUPkOPNBB",3,SmartNews,668,1233,0,0
_Ÿ‡º_Ÿ‡¸BÏƒÊ‚ÏƒÊ‚SÎ±áƒ§WÔ‹Î±Æ__Ÿ‡º_Ÿ‡¸,193451444,1/25/18 18:23,"@MssAnthrope @DonaldJTrumpJr I work for a small fabrication shop building industrial equipment. I did get a $1,000... https://t.co/i2UACv8eCi",0,None,1168,2404,-0.25,0.4
ÎœOÎ›Î©Îù Î›Î‘Î’Î•,1611620144,1/25/18 18:23,"RT @AD_WHITMAN: .@JohnKerry reportedly coaches Palestinians not to 'yield' to @realDonaldTrump in peace talks...""He reportedly asked Abba...",96,None,643,568,0,0
Peggi Bova,7.43472E+17,1/25/18 18:23,RT @NormEisen: TODAY is #Emoluments Round Two--we are in Md. federal court for the case brought vs Trump by Md. &amp; DC. We @CREWcrew are co-co...,1280,Emoluments,531,1330,-0.2,0.4
Tom McGovern,16317079,1/25/18 18:23,"Donald Trump reassures Theresa May, gets rock-star greeting at Davos economic conference - Washington Times https://t.co/Qx24ItnSqZ",0,None,4585,4244,0.2,0.2
PolitiTrekâ„¢,23262079,1/25/18 18:23,"RT @MoLulkowski: Senate panel to release interviews with Trump Jr., others involved in meeting with Russian lawyer https://t.co/cyPouHhCGC",1,None,4641,4993,0,0
y'all ready for this,2179527626,1/25/18 18:23,Trump's Unorthodox New Legal Strategy to Kill DACA https://t.co/KNQoyeGsRc https://t.co/XEoMU7PBaq,0,None,184,230,0.168181818,0.327272727
His Favorite _ Girl,617253442,1/25/18 18:23,RT @WayneDupreeShow: Trump Possible Immigration Plan Would Give DREAMers Citizenship in 10-12 Years https://t.co/GckGVX4DY0 via @WayneDupre...,116,None,78,914,0,1
ÙÅØ±Ø_Ù† Ù„Ù‚Ù…Ø§Ù†,423455091,1/25/18 18:23,"RT @krassenstein: 2 students have been killed, 19 injured at Marshall County High School in Kentucky.  It has been 6 Hours since this tra...",37799,None,455,299,-0.02,0.27
ImaGodsend4u,169067442,1/25/18 18:23,"RT @YoungDems4Trump: This morning, watching Trump boldly claim he was cutting off funding to ungrateful and entitled 'Palestinians' then pr...",545,None,606,1011,-0.133333333,0.783333333
LS,4809551550,1/25/18 18:23,"RT @Imperator_Rex3: Trump's already signalled Strzok will be facing treason charges, suggesting he's been in contact with Russian agents as...",378,None,227,156,0,0
Duane Da`Vein,22290177,1/25/18 18:23,@ALEMOsirius That is not going to happen.  But ask yourself were did Trump go first after he was inaugurated and wh... https://t.co/5i2izofDfd,0,None,1125,1010,0.25,0.333333333
Leslie_Ÿ’–_Ÿ––_Ÿ‘µ_Ÿç’,123102547,1/25/18 18:23,"RT @emptywheel: That makes the content of Trump's tweet, just 40 minutes after that meeting started, all the more interesting. https://t.c...",3,None,2809,2478,0.5,0.5
deed,29741482,1/25/18 18:23,RT @thinkprogress: Rick Perry says Trump is spreading freedom by keeping other countries hooked on fossil fuels https://t.co/u6vxjKmgLP htt...,5,None,2162,4969,-0.125,0.375
amals,66776748,1/25/18 18:23,RT @MarkDice:  On fire  @TomiLahren on @SeanHannity tonight sums up what liberals want of Trump. https://t.co/dJgLgy9cac,1021,None,310,247,0,0
Patricia,8.85581E+17,1/25/18 18:23,RT @AmericanVoterUS: My allegiance to Trump is not blind it's from over 2 years of closely studying the man and realizing the gift he is fo...,621,None,953,395,0.25,0.666666667
Jitendra singh Rjput,1615528736,1/25/18 18:23,"RT @netanyahu: President Trump, as you finish your first year in office, I want to say that I look forward to continuing our remarkable, tr...",999,None,49,116,0.5,0.541666667
Roy Crockett,5849252,1/25/18 18:23,"RT @NBCNews: President Trump says Palestinians ""disrespected"" the U.S. by not meeting with VP Pence, adds aid ""is on the table and that mon...",260,None,3407,4967,0,0
ZootopiaCity_Ÿ___Ÿê°,2559210175,1/25/18 18:23,RT @RonaldKlain: This is a critical point and a key way in which Trump breaks the system.  His prior statements have no bearing on his curr...,109,None,1268,53,0,0.6
Sassafras~Knob,22984882,1/25/18 18:23,"RT @Education4Libs: How many of you have a smaller friends circle since the election of Trump?I never knew how brainwashed and intolerant...",664,None,24037,25929,0.25,0.5
Erin_Ÿ•__Ÿ‡º_Ÿ‡¸â˜®,15988587,1/25/18 18:23,RT @RogueSNRadvisor: The GOP in the era of Trump are tin foil hat wearing obstructionists because they have no platform &amp; no vision for the...,1487,None,170,214,0,0
MAGAGirl,8.57403E+17,1/25/18 18:23,"LIKE A BOSS=&gt; In Davos, Trump Asked if He Will Be Received Well, Responds, ""I Already Am. Look"" (VIDEO) https://t.co/s6u4gzFyKo",1,None,9738,10138,0,0
Elaine Been,8.25556E+17,1/25/18 18:23,"RT @20committee: #FBI anti-Trump #SecretSociety was SO SECRET that Bureau people texted about it on open UNCLAS phones. That's not how an...",412,FBI,787,1090,-0.2,0.6
dunbar1942,1223557651,1/25/18 18:23,"RT @Shareblue: Trump Cabinet Secretary Elaine Chao: If the world doesn't like Trump at Davos, ""They can leave"" https://t.co/hNIfVxcLoU",225,None,577,1209,0,0
Lambert Talley,2194653476,1/25/18 18:23,RACIST &amp; A FOOL! NARCISSTIC IDIOT!!! YOU ARE A DEMONIC FOOL!! SATAN IS A LIAR! YOU ARE CONFUSED FOOL!!! IGNORANT!!!... https://t.co/5d2IaL2Npr,0,None,101,1536,-1,0.75
Anne Wellson,9.0522E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/qjzNwHMwrn,0,None,102,1040,-0.65,0.95
Laurie,3681674832,1/25/18 18:23,"RT @PrisonPlanet: Scarborough: ""If Mueller overreaches, we will be the first to say so. The press will be the first to say so.""Right Joe,...",520,None,121,137,0.261904762,0.400793651
ConservativeCO,3652766892,1/25/18 18:23,"RT @CBCAlerts: BREAKING: Doomsday Clock signalling how close Earth is to destruction has been set at two minutes to midnight, the most dire...",2538,None,1156,1089,0.5,0.5
Garedew Woldemedhin,9.11196E+17,1/25/18 18:23,"RT @netanyahu: President Trump, as you finish your first year in office, I want to say that I look forward to continuing our remarkable, tr...",999,None,114,953,0.5,0.541666667
Mock Fu,3041400027,1/25/18 18:23,"""Make Lying Shameful Again"" - All #tshirts $14 @Teepublichttps://t.co/VGCJmi3Gu7#trump #trumprussia #impeach... https://t.co/nK2PGckT2W",0,tshirts,409,1143,0,0
stephen watts,622277772,1/25/18 18:23,"RT @FMoniteau: After pocketing a $5 billion tax cut from Trump, Pfizer just KILLED ALL of its Alzheimer's and Parkinson's research.They di...",7107,None,759,1008,-0.2,0
Ryan,1410906360,1/25/18 18:23,"RT @nowthisnews: President Trump has cost the U.S. tourism industry $4.6 billion and 40,000 jobs https://t.co/plIH2A2N37",295,None,1102,891,0,0
Unite Community SEL,7.99022E+17,1/25/18 18:23,"RT @OwenJones84: It's official: Donald Trump is coming to Britain later this year.Let's make sure he's met by the most incredible protest...",515,None,3963,4638,0.475,0.572222222
RLollar,4303301236,1/25/18 18:23,"RT @larryelder: In #Davos, @MSNBC's @AliVelshi said he'd ""never seen anything like"" the greeting that @realDonaldTrump received. Velshi sai...",345,Davos,329,83,0,0
angrybird,2840188581,1/25/18 18:23,Conservative Heritage Foundation Rates Trump's First Year Better Than Reagan's https://t.co/fFbRcGUtxC,1,None,3514,4914,0.375,0.416666667
Irredeemable Juan,531470153,1/25/18 18:23,RT @RedNationRising: I did this test while watching reporters try to match Trump's perfect cognitive score. Let's just say I'll never secon...,3,None,708,1415,1,1
King George_Ÿ‘‘,712522802,1/25/18 18:23,RT @JasmineKSM: You look like Donald Trump  https://t.co/RICg26OJCH,3316,None,696,469,0,0
Lynn,8.73233E+17,1/25/18 18:23,"RT @CHIZMAGA: Just met a new friend at the bar tonight...Get this, Parents immigrated from Guadalajara, Mexico, spent years going through t...",306,None,689,243,0.018181818,0.277272727
Mariya Shara #Resist,9.15239E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/LK9Ivp23a3,0,None,211,827,-0.65,0.95
dzcazel âœ_,342337183,1/25/18 18:23,"He only wants to be looked. Will say anything, lie to anyone.Trump speaks, aides 'clarify.' Wash, rinse, repeat https://t.co/5lc4ZuWH8v",0,None,98,118,0.1,0.55
Janet,27260033,1/25/18 18:23,"RT @RobertMaguire_: Reporter: *gesturing at hair* Your hair is mussed upTrump: *can't hear over plain engine* No collusion with RussiaRep...",31,None,278,519,-0.214285714,0.357142857
SimplyHealthSolution,3257593002,1/25/18 18:23,"RT @jaxon_wolfe: Back to the FutureBut this time Marty travels back to 1945 and convinces Trump's mom to use an impenetrable diaphragm na...",265,None,24,1151,0,0.041666667
Teel1,1205804581,1/25/18 18:23,RT @ShaunKing: White supremacist Trump supporter calls a Black employee @autozone a nigger and a Black bitch. Raves on how Trump will have...,1814,None,200,70,-0.111111111,0.288888889
SeCache âŒ›ï¸è,38276283,1/25/18 18:23,@SeanReedLove @BrockChisholm @sondracrosby16 @TheBMA @JulianAssange @guardian @jeffsessions PLEASE ~ Let's (USA) gi... https://t.co/Hx8XKkKgUg,0,None,191,180,0,0
Papa J,477757273,1/25/18 18:23,RT @businessinsider: This is how Trump responded when @hblodget asked if America is great #WEF18 https://t.co/dThp3LKkvq,32,WEF18,208,975,0.8,0.75
Thanks For Voting!,18849062,1/25/18 18:23,"RT @SethAbramson: Republicans are now rolling out an ""If it wasn't part of the original allegation, it's not a crime"" Trump defense, which...",1388,None,581,1604,0.375,0.75
